Transaction_ID,Application_ID,Transaction_Date,Account_Type,Transaction_Type,Description,Amount,Debit_Credit,Category,Counterparty_Type,Balance,GST_Related,EMI_Related,Salary_or_Business_Income,Recurring,Anomaly_Flag,Round_Trip_Flag,Bounce_Flag
TXN000619,APP00011,2024-02-01,Current,NEFT,Transfer,47539,Credit,EMI,Vendor,1176001,No,Yes,No,No,No,No,No
TXN000620,APP00018,2024-02-01,Current,NEFT,Transfer,15452,Credit,Business Revenue,Vendor,1191453,No,No,Yes,No,No,No,No
TXN000621,APP00030,2024-02-01,Current,NEFT,Transfer,19918,Debit,Utilities,Vendor,1171535,No,No,No,No,No,No,No
TXN000622,APP00008,2024-02-01,Current,NEFT,Transfer,33460,Debit,Salary,Vendor,1138075,No,No,Yes,No,No,No,No
TXN000623,APP00049,2024-02-01,Current,NEFT,Transfer,36593,Credit,Salary,Vendor,1174668,No,No,Yes,No,No,No,No
TXN000624,APP00014,2024-02-01,Current,NEFT,Transfer,48119,Credit,Salary,Vendor,1222787,No,No,Yes,Yes,No,No,No
TXN000625,APP00003,2024-02-01,Current,NEFT,Transfer,43839,Debit,GST,Vendor,1178948,Yes,No,No,No,No,No,No
TXN000626,APP00008,2024-02-01,Current,NEFT,Transfer,23844,Debit,EMI,Vendor,1155104,No,Yes,No,No,No,No,No
TXN000627,APP00048,2024-02-01,Current,NEFT,Transfer,16528,Debit,Utilities,Vendor,1138576,No,No,No,No,No,No,No
TXN000628,APP00040,2024-02-01,Current,NEFT,Transfer,23978,Credit,Vendor Payment,Vendor,1162554,No,No,No,No,No,No,No
TXN000629,APP00004,2024-02-01,Current,NEFT,Transfer,14541,Debit,Utilities,Vendor,1148013,No,No,No,No,No,No,No
TXN000630,APP00035,2024-02-01,Current,NEFT,Transfer,35883,Credit,Salary,Vendor,1183896,No,No,Yes,No,No,No,No
TXN000631,APP00037,2024-02-01,Current,NEFT,Transfer,47140,Credit,GST,Vendor,1231036,Yes,No,No,No,No,No,No
TXN000632,APP00049,2024-02-01,Current,NEFT,Transfer,45518,Debit,Vendor Payment,Vendor,1185518,No,No,No,No,Yes,No,No
TXN000633,APP00009,2024-02-01,Current,NEFT,Transfer,19174,Debit,Rent,Vendor,1166344,No,No,No,No,No,No,No
TXN000634,APP00016,2024-02-01,Current,NEFT,Transfer,47621,Credit,Utilities,Vendor,1213965,No,No,No,No,No,No,No
TXN000635,APP00041,2024-02-01,Current,NEFT,Transfer,33077,Debit,Salary,Vendor,1180888,No,No,Yes,No,No,No,No
TXN000636,APP00005,2024-02-01,Current,NEFT,Transfer,28146,Credit,EMI,Vendor,1209034,No,Yes,No,No,No,No,No
TXN000637,APP00048,2024-02-01,Current,NEFT,Transfer,7101,Credit,Salary,Vendor,1216135,No,No,Yes,No,No,No,No
TXN000638,APP00021,2024-02-01,Current,NEFT,Transfer,25187,Credit,EMI,Vendor,1241322,No,Yes,No,No,No,No,No
TXN000639,APP00030,2024-02-01,Current,NEFT,Transfer,49019,Debit,Rent,Vendor,1192303,No,No,No,No,No,No,No
TXN000640,APP00028,2024-02-01,Current,NEFT,Transfer,5150,Credit,Vendor Payment,Vendor,1197453,No,No,No,Yes,No,No,No
TXN000641,APP00019,2024-02-01,Current,NEFT,Transfer,33421,Credit,GST,Vendor,1230874,Yes,No,No,No,No,No,No
TXN000642,APP00032,2024-02-01,Current,NEFT,Transfer,38875,Debit,Salary,Vendor,1191999,No,No,Yes,No,No,No,No
TXN000643,APP00007,2024-02-01,Current,NEFT,Transfer,45731,Debit,Business Revenue,Vendor,1146268,No,No,Yes,No,No,No,No
TXN000644,APP00011,2024-02-01,Current,NEFT,Transfer,2067,Debit,Utilities,Vendor,1144201,No,No,No,No,No,No,No
TXN000645,APP00045,2024-02-01,Current,NEFT,Transfer,1044,Credit,Vendor Payment,Vendor,1145245,No,No,No,Yes,No,No,No
TXN000646,APP00018,2024-02-01,Current,NEFT,Transfer,43598,Credit,Vendor Payment,Vendor,1188843,No,No,No,No,No,No,No
TXN000647,APP00024,2024-02-01,Current,NEFT,Transfer,24621,Credit,Business Revenue,Vendor,1213464,No,No,Yes,No,No,No,No
TXN000648,APP00026,2024-02-01,Current,NEFT,Transfer,43527,Debit,Business Revenue,Vendor,1169937,No,No,Yes,No,No,No,No
TXN000649,APP00042,2024-02-01,Current,NEFT,Transfer,48578,Debit,EMI,Vendor,1121359,No,Yes,No,No,No,No,No
TXN000650,APP00009,2024-02-01,Current,NEFT,Transfer,14986,Credit,Business Revenue,Vendor,1136345,No,No,Yes,No,No,No,No
TXN000651,APP00001,2024-02-01,Current,NEFT,Transfer,35042,Credit,Business Revenue,Vendor,1171387,No,No,Yes,No,No,No,No
TXN000652,APP00009,2024-02-01,Current,NEFT,Transfer,8903,Credit,Rent,Vendor,1180290,No,No,No,No,No,No,No
TXN000653,APP00047,2024-02-01,Current,NEFT,Transfer,16004,Credit,Business Revenue,Vendor,1196294,No,No,Yes,Yes,No,No,No
TXN000654,APP00020,2024-02-01,Current,NEFT,Transfer,7763,Credit,GST,Vendor,1204057,Yes,No,No,No,No,No,No
TXN000655,APP00034,2024-02-01,Current,NEFT,Transfer,9725,Debit,Business Revenue,Vendor,1194332,No,No,Yes,No,No,No,No
TXN000656,APP00023,2024-02-01,Current,NEFT,Transfer,40997,Debit,EMI,Vendor,1153335,No,Yes,No,No,No,No,No
TXN000657,APP00040,2024-02-01,Current,NEFT,Transfer,42161,Debit,EMI,Vendor,1111174,No,Yes,No,No,No,No,No
TXN000658,APP00009,2024-02-01,Current,NEFT,Transfer,15237,Debit,Business Revenue,Vendor,1095937,No,No,Yes,No,No,No,No
TXN000659,APP00028,2024-02-01,Current,NEFT,Transfer,39638,Credit,GST,Vendor,1135575,Yes,No,No,No,No,No,No
TXN000660,APP00042,2024-02-01,Current,NEFT,Transfer,10163,Debit,GST,Vendor,1125412,Yes,No,No,No,No,No,No
TXN000661,APP00045,2024-02-01,Current,NEFT,Transfer,37267,Credit,Utilities,Vendor,1162679,No,No,No,No,No,No,No
TXN000662,APP00034,2024-02-01,Current,NEFT,Transfer,44149,Credit,Vendor Payment,Vendor,1206828,No,No,No,No,No,No,No
TXN000663,APP00042,2024-02-01,Current,NEFT,Transfer,13363,Credit,GST,Vendor,1220191,Yes,No,No,No,No,No,No
TXN000664,APP00008,2024-02-01,Current,NEFT,Transfer,16685,Credit,EMI,Vendor,1236876,No,Yes,No,No,No,No,No
TXN000665,APP00001,2024-02-01,Current,NEFT,Transfer,42817,Debit,Salary,Vendor,1194059,No,No,Yes,Yes,No,No,No
TXN000666,APP00037,2024-02-01,Current,NEFT,Transfer,21740,Debit,EMI,Vendor,1172319,No,Yes,No,No,No,No,No
TXN000667,APP00031,2024-02-01,Current,NEFT,Transfer,36806,Debit,Utilities,Vendor,1135513,No,No,No,Yes,No,No,No
TXN000668,APP00005,2024-02-01,Current,NEFT,Transfer,5783,Debit,Salary,Vendor,1129730,No,No,Yes,No,No,No,No
TXN000669,APP00026,2024-02-01,Current,NEFT,Transfer,15138,Debit,Business Revenue,Vendor,1114592,No,No,Yes,No,No,No,No
TXN000670,APP00045,2024-02-01,Current,NEFT,Transfer,42194,Credit,EMI,Vendor,1156786,No,Yes,No,No,No,No,No
TXN000671,APP00006,2024-02-01,Current,NEFT,Transfer,42978,Debit,GST,Vendor,1113808,Yes,No,No,No,No,No,No
TXN000672,APP00010,2024-02-01,Current,NEFT,Transfer,34508,Debit,Utilities,Vendor,1079300,No,No,No,No,No,No,No
TXN000673,APP00045,2024-02-01,Current,NEFT,Transfer,26606,Debit,GST,Vendor,1052694,Yes,No,No,No,No,No,No
TXN000674,APP00006,2024-02-01,Current,NEFT,Transfer,16639,Debit,Vendor Payment,Vendor,1036055,No,No,No,Yes,No,No,No
TXN000675,APP00039,2024-02-01,Current,NEFT,Transfer,8601,Credit,Salary,Vendor,1044656,No,No,Yes,No,No,No,No
TXN000676,APP00001,2024-02-01,Current,NEFT,Transfer,44652,Debit,Business Revenue,Vendor,1000004,No,No,Yes,No,No,No,No
TXN000677,APP00032,2024-02-01,Current,NEFT,Transfer,46973,Debit,Vendor Payment,Vendor,953031,No,No,No,Yes,No,No,No
TXN000678,APP00024,2024-02-01,Current,NEFT,Transfer,48236,Credit,Vendor Payment,Vendor,1001267,No,No,No,No,No,No,No
TXN000679,APP00002,2024-02-01,Current,NEFT,Transfer,18613,Debit,Utilities,Vendor,982654,No,No,No,No,No,No,No
TXN000680,APP00005,2024-02-01,Current,NEFT,Transfer,29136,Credit,Salary,Vendor,1011790,No,No,Yes,No,No,No,No
TXN000681,APP00030,2024-02-01,Current,NEFT,Transfer,38791,Debit,EMI,Vendor,972999,No,Yes,No,No,No,No,No
TXN000682,APP00037,2024-02-01,Current,NEFT,Transfer,4633,Credit,Utilities,Vendor,977632,No,No,No,No,No,No,No
TXN000683,APP00007,2024-02-01,Current,NEFT,Transfer,11309,Credit,Utilities,Vendor,988941,No,No,No,Yes,No,No,No
TXN000684,APP00048,2024-02-01,Current,NEFT,Transfer,45179,Debit,Vendor Payment,Vendor,943762,No,No,No,No,No,No,No
TXN000685,APP00031,2024-02-01,Current,NEFT,Transfer,1805,Debit,Business Revenue,Vendor,941957,No,No,Yes,No,No,No,No
TXN000686,APP00003,2024-02-01,Current,NEFT,Transfer,10835,Debit,Utilities,Vendor,931122,No,No,No,No,No,No,No
TXN000687,APP00021,2024-02-01,Current,NEFT,Transfer,47794,Credit,Vendor Payment,Vendor,978916,No,No,No,No,Yes,No,No
TXN000688,APP00005,2024-02-01,Current,NEFT,Transfer,21967,Credit,Utilities,Vendor,1000883,No,No,No,No,No,No,No
TXN000689,APP00015,2024-02-01,Current,NEFT,Transfer,8825,Debit,Vendor Payment,Vendor,992058,No,No,No,Yes,No,No,No
TXN000690,APP00030,2024-02-01,Current,NEFT,Transfer,4009,Credit,Business Revenue,Vendor,996067,No,No,Yes,Yes,No,No,No
TXN000691,APP00036,2024-02-01,Current,NEFT,Transfer,21361,Credit,Business Revenue,Vendor,1017428,No,No,Yes,No,No,No,No
TXN000692,APP00037,2024-02-01,Current,NEFT,Transfer,25177,Debit,GST,Vendor,992251,Yes,No,No,No,No,No,No
TXN000693,APP00024,2024-02-01,Current,NEFT,Transfer,49468,Debit,EMI,Vendor,942783,No,Yes,No,No,No,No,No
TXN000694,APP00001,2024-02-01,Current,NEFT,Transfer,13807,Debit,Vendor Payment,Vendor,928976,No,No,No,Yes,No,No,No
TXN000695,APP00023,2024-02-01,Current,NEFT,Transfer,2566,Debit,Salary,Vendor,926410,No,No,Yes,No,No,No,No
TXN000696,APP00001,2024-02-01,Current,NEFT,Transfer,46446,Debit,GST,Vendor,879964,Yes,No,No,No,No,No,No
TXN000697,APP00014,2024-02-01,Current,NEFT,Transfer,49370,Credit,Business Revenue,Vendor,929334,No,No,Yes,No,No,No,No
TXN000698,APP00046,2024-02-01,Current,NEFT,Transfer,33245,Debit,Vendor Payment,Vendor,896089,No,No,No,No,No,No,No
TXN000699,APP00034,2024-02-01,Current,NEFT,Transfer,3877,Debit,Utilities,Vendor,892212,No,No,No,No,No,No,No
TXN000700,APP00006,2024-02-01,Current,NEFT,Transfer,25411,Credit,Rent,Vendor,917623,No,No,No,No,No,No,No
TXN000701,APP00026,2024-02-01,Current,NEFT,Transfer,34123,Debit,Rent,Vendor,883500,No,No,No,No,No,No,No
TXN000702,APP00043,2024-02-01,Current,NEFT,Transfer,38212,Debit,EMI,Vendor,845288,No,Yes,No,Yes,No,No,No
TXN000703,APP00021,2024-02-01,Current,NEFT,Transfer,16517,Credit,GST,Vendor,861805,Yes,No,No,Yes,No,No,No
TXN000704,APP00029,2024-02-01,Current,NEFT,Transfer,26752,Credit,GST,Vendor,888557,Yes,No,No,No,No,No,No
TXN000705,APP00050,2024-02-01,Current,NEFT,Transfer,5894,Debit,Vendor Payment,Vendor,882663,No,No,No,No,No,No,No
TXN000706,APP00011,2024-02-01,Current,NEFT,Transfer,8141,Debit,Business Revenue,Vendor,874522,No,No,Yes,No,No,No,No
TXN000707,APP00035,2024-02-01,Current,NEFT,Transfer,21580,Credit,Business Revenue,Vendor,896102,No,No,Yes,No,No,No,No
TXN000708,APP00030,2024-02-01,Current,NEFT,Transfer,14607,Credit,GST,Vendor,910709,Yes,No,No,No,No,No,No
TXN000709,APP00044,2024-02-01,Current,NEFT,Transfer,8858,Debit,Vendor Payment,Vendor,901851,No,No,No,No,No,No,No
TXN000710,APP00021,2024-02-01,Current,NEFT,Transfer,47183,Debit,Vendor Payment,Vendor,854668,No,No,No,No,No,No,No
TXN000711,APP00004,2024-02-01,Current,NEFT,Transfer,24313,Credit,Salary,Vendor,878981,No,No,Yes,No,No,No,No
TXN000712,APP00026,2024-02-01,Current,NEFT,Transfer,18050,Debit,Business Revenue,Vendor,860931,No,No,Yes,Yes,No,No,No
TXN000713,APP00030,2024-02-01,Current,NEFT,Transfer,37434,Debit,Business Revenue,Vendor,823497,No,No,Yes,No,No,No,No
TXN000714,APP00004,2024-02-01,Current,NEFT,Transfer,10161,Debit,Business Revenue,Vendor,813336,No,No,Yes,Yes,No,No,No
TXN000715,APP00026,2024-02-01,Current,NEFT,Transfer,15567,Debit,Vendor Payment,Vendor,797769,No,No,No,No,No,No,No
TXN000716,APP00038,2024-02-01,Current,NEFT,Transfer,42307,Debit,Salary,Vendor,755462,No,No,Yes,No,No,No,No
TXN000717,APP00013,2024-02-01,Current,NEFT,Transfer,5914,Debit,Business Revenue,Vendor,749548,No,No,Yes,Yes,No,No,No
TXN000718,APP00022,2024-02-01,Current,NEFT,Transfer,30060,Debit,Business Revenue,Vendor,719488,No,No,Yes,No,No,No,No
TXN000719,APP00037,2024-02-01,Current,NEFT,Transfer,31211,Debit,Vendor Payment,Vendor,688277,No,No,No,No,No,No,No
TXN000720,APP00002,2024-02-01,Current,NEFT,Transfer,48476,Credit,EMI,Vendor,736753,No,Yes,No,No,No,No,No
TXN000721,APP00018,2024-02-01,Current,NEFT,Transfer,24196,Debit,Vendor Payment,Vendor,712557,No,No,No,No,No,No,No
TXN000722,APP00040,2024-02-01,Current,NEFT,Transfer,10740,Debit,Salary,Vendor,701817,No,No,Yes,No,No,No,No
TXN000723,APP00027,2024-02-01,Current,NEFT,Transfer,43420,Credit,EMI,Vendor,745237,No,Yes,No,Yes,No,No,No
TXN000724,APP00018,2024-02-01,Current,NEFT,Transfer,32393,Debit,Business Revenue,Vendor,712844,No,No,Yes,No,No,No,No
TXN000725,APP00034,2024-02-01,Current,NEFT,Transfer,28474,Debit,Rent,Vendor,684370,No,No,No,No,No,No,No
TXN000726,APP00046,2024-02-01,Current,NEFT,Transfer,36629,Debit,EMI,Vendor,647741,No,Yes,No,No,No,No,No
TXN000727,APP00037,2024-02-01,Current,NEFT,Transfer,36685,Credit,GST,Vendor,684426,Yes,No,No,No,No,No,No
TXN000728,APP00002,2024-02-01,Current,NEFT,Transfer,26452,Credit,Vendor Payment,Vendor,710878,No,No,No,No,No,No,No
TXN000729,APP00050,2024-02-01,Current,NEFT,Transfer,15353,Debit,Utilities,Vendor,695525,No,No,No,No,No,No,No
TXN000730,APP00038,2024-02-01,Current,NEFT,Transfer,31912,Credit,Utilities,Vendor,727437,No,No,No,Yes,No,No,No
TXN000731,APP00043,2024-02-01,Current,NEFT,Transfer,11461,Debit,Vendor Payment,Vendor,715976,No,No,No,No,No,No,No
TXN000732,APP00015,2024-02-01,Current,NEFT,Transfer,35975,Debit,Utilities,Vendor,680001,No,No,No,No,No,No,No
TXN000733,APP00012,2024-02-01,Current,NEFT,Transfer,26455,Credit,Utilities,Vendor,706456,No,No,No,No,No,No,No
TXN000734,APP00048,2024-02-01,Current,NEFT,Transfer,39831,Credit,Utilities,Vendor,746287,No,No,No,No,No,No,No
TXN000735,APP00045,2024-02-01,Current,NEFT,Transfer,39768,Debit,Rent,Vendor,706519,No,No,No,No,No,No,No
TXN000736,APP00013,2024-02-01,Current,NEFT,Transfer,38201,Debit,Salary,Vendor,668318,No,No,Yes,Yes,No,No,No
TXN000737,APP00032,2024-02-01,Current,NEFT,Transfer,33258,Credit,Vendor Payment,Vendor,701576,No,No,No,No,No,No,No
TXN000738,APP00015,2024-02-01,Current,NEFT,Transfer,4681,Debit,Salary,Vendor,696895,No,No,Yes,No,No,No,No
TXN000739,APP00040,2024-02-01,Current,NEFT,Transfer,32325,Debit,GST,Vendor,664570,Yes,No,No,No,No,No,No
TXN000740,APP00012,2024-02-01,Current,NEFT,Transfer,9551,Credit,Rent,Vendor,674121,No,No,No,Yes,No,No,No
TXN000741,APP00010,2024-02-01,Current,NEFT,Transfer,22206,Debit,Business Revenue,Vendor,651915,No,No,Yes,No,No,No,No
TXN000742,APP00034,2024-02-01,Current,NEFT,Transfer,10283,Debit,Utilities,Vendor,641632,No,No,No,Yes,No,No,No
TXN000743,APP00043,2024-02-01,Current,NEFT,Transfer,5753,Credit,Rent,Vendor,647385,No,No,No,No,No,No,No
TXN000744,APP00021,2024-02-01,Current,NEFT,Transfer,7621,Credit,GST,Vendor,655006,Yes,No,No,No,No,No,No
TXN000745,APP00041,2024-02-01,Current,NEFT,Transfer,11322,Credit,Utilities,Vendor,666328,No,No,No,Yes,No,No,No
TXN000746,APP00046,2024-02-01,Current,NEFT,Transfer,43544,Credit,Vendor Payment,Vendor,709872,No,No,No,Yes,No,No,No
TXN000747,APP00043,2024-02-01,Current,NEFT,Transfer,46453,Credit,Vendor Payment,Vendor,756325,No,No,No,No,No,No,No
TXN000748,APP00012,2024-02-01,Current,NEFT,Transfer,21107,Credit,Vendor Payment,Vendor,777432,No,No,No,No,No,No,No
TXN000749,APP00050,2024-02-01,Current,NEFT,Transfer,47006,Credit,Utilities,Vendor,824438,No,No,No,Yes,No,No,No
TXN000750,APP00040,2024-02-01,Current,NEFT,Transfer,40478,Credit,Utilities,Vendor,864916,No,No,No,No,No,No,No
TXN000751,APP00010,2024-02-01,Current,NEFT,Transfer,38063,Debit,EMI,Vendor,826853,No,Yes,No,No,No,No,No
TXN000752,APP00021,2024-02-01,Current,NEFT,Transfer,6099,Debit,GST,Vendor,820754,Yes,No,No,No,No,No,No
TXN000753,APP00001,2024-02-01,Current,NEFT,Transfer,6814,Credit,EMI,Vendor,827568,No,Yes,No,No,No,No,No
TXN000754,APP00017,2024-02-01,Current,NEFT,Transfer,17353,Debit,GST,Vendor,810215,Yes,No,No,No,No,No,No
TXN000755,APP00025,2024-02-01,Current,NEFT,Transfer,48213,Debit,Business Revenue,Vendor,762002,No,No,Yes,No,No,No,No
TXN000756,APP00025,2024-02-01,Current,NEFT,Transfer,11901,Credit,EMI,Vendor,773903,No,Yes,No,No,No,No,No
TXN000757,APP00031,2024-02-01,Current,NEFT,Transfer,25598,Debit,Utilities,Vendor,748305,No,No,No,No,No,No,No
TXN000758,APP00029,2024-02-01,Current,NEFT,Transfer,38883,Debit,Vendor Payment,Vendor,709422,No,No,No,No,No,No,No
TXN000759,APP00021,2024-02-01,Current,NEFT,Transfer,3189,Credit,Business Revenue,Vendor,712611,No,No,Yes,No,No,No,No
TXN000760,APP00011,2024-02-01,Current,NEFT,Transfer,7863,Debit,GST,Vendor,704748,Yes,No,No,Yes,No,No,No
TXN000761,APP00006,2024-02-01,Current,NEFT,Transfer,11545,Debit,Salary,Vendor,693203,No,No,Yes,No,No,No,No
TXN000762,APP00002,2024-02-01,Current,NEFT,Transfer,41215,Credit,Rent,Vendor,734418,No,No,No,No,No,No,No
TXN000763,APP00028,2024-02-01,Current,NEFT,Transfer,43836,Debit,Salary,Vendor,690582,No,No,Yes,No,No,No,No
TXN000764,APP00013,2024-02-01,Current,NEFT,Transfer,7636,Credit,Vendor Payment,Vendor,698218,No,No,No,No,No,No,No
TXN000765,APP00019,2024-02-01,Current,NEFT,Transfer,37314,Credit,Rent,Vendor,735532,No,No,No,No,No,No,No
TXN000766,APP00037,2024-02-01,Current,NEFT,Transfer,7285,Debit,EMI,Vendor,728247,No,Yes,No,No,No,No,No
TXN000767,APP00024,2024-02-01,Current,NEFT,Transfer,33174,Debit,Business Revenue,Vendor,695073,No,No,Yes,No,No,No,No
TXN000768,APP00043,2024-02-01,Current,NEFT,Transfer,6742,Credit,Utilities,Vendor,701815,No,No,No,No,No,No,No
TXN000769,APP00002,2024-02-01,Current,NEFT,Transfer,32478,Debit,Business Revenue,Vendor,669337,No,No,Yes,No,No,No,No
TXN000770,APP00031,2024-02-01,Current,NEFT,Transfer,42824,Credit,Business Revenue,Vendor,712161,No,No,Yes,Yes,No,No,No
TXN000771,APP00032,2024-02-01,Current,NEFT,Transfer,21208,Credit,EMI,Vendor,733369,No,Yes,No,Yes,No,No,No
TXN000772,APP00035,2024-02-01,Current,NEFT,Transfer,18367,Debit,Rent,Vendor,715002,No,No,No,No,No,No,No
TXN000773,APP00012,2024-02-01,Current,NEFT,Transfer,25315,Credit,GST,Vendor,740317,Yes,No,No,No,No,No,No
TXN000774,APP00017,2024-02-01,Current,NEFT,Transfer,18255,Credit,EMI,Vendor,758572,No,Yes,No,No,No,No,No
TXN000775,APP00049,2024-02-01,Current,NEFT,Transfer,18600,Debit,Vendor Payment,Vendor,739972,No,No,No,No,No,No,No
TXN000776,APP00023,2024-02-01,Current,NEFT,Transfer,7337,Debit,Rent,Vendor,732635,No,No,No,Yes,No,No,No
TXN000777,APP00004,2024-02-01,Current,NEFT,Transfer,28131,Debit,Salary,Vendor,704504,No,No,Yes,Yes,No,No,No
TXN000778,APP00044,2024-02-01,Current,NEFT,Transfer,35247,Credit,Salary,Vendor,739751,No,No,Yes,Yes,No,No,No
TXN000779,APP00020,2024-02-01,Current,NEFT,Transfer,32118,Debit,EMI,Vendor,707633,No,Yes,No,No,No,No,No
TXN000780,APP00037,2024-02-01,Current,NEFT,Transfer,47812,Debit,Salary,Vendor,659821,No,No,Yes,Yes,No,No,No
TXN000781,APP00049,2024-02-01,Current,NEFT,Transfer,45402,Debit,Business Revenue,Vendor,614419,No,No,Yes,No,Yes,No,No
TXN000782,APP00013,2024-02-01,Current,NEFT,Transfer,11955,Debit,Utilities,Vendor,602464,No,No,No,No,No,No,No
TXN000783,APP00028,2024-02-01,Current,NEFT,Transfer,28746,Debit,Rent,Vendor,573718,No,No,No,No,No,No,No
TXN000784,APP00039,2024-02-01,Current,NEFT,Transfer,42105,Debit,Utilities,Vendor,531613,No,No,No,No,No,No,No
TXN000785,APP00025,2024-02-01,Current,NEFT,Transfer,48651,Debit,Business Revenue,Vendor,482962,No,No,Yes,No,No,No,No
TXN000786,APP00001,2024-02-01,Current,NEFT,Transfer,19101,Credit,Utilities,Vendor,502063,No,No,No,No,No,No,No
TXN000787,APP00027,2024-02-01,Current,NEFT,Transfer,41832,Credit,Business Revenue,Vendor,543895,No,No,Yes,No,No,No,No
TXN000788,APP00037,2024-02-01,Current,NEFT,Transfer,38132,Debit,Business Revenue,Vendor,505763,No,No,Yes,No,No,No,No
TXN000789,APP00017,2024-02-01,Current,NEFT,Transfer,19749,Credit,EMI,Vendor,525512,No,Yes,No,No,No,No,No
TXN000790,APP00012,2024-02-01,Current,NEFT,Transfer,32823,Credit,Business Revenue,Vendor,558335,No,No,Yes,No,No,No,No
TXN000791,APP00026,2024-02-01,Current,NEFT,Transfer,10427,Credit,Business Revenue,Vendor,568762,No,No,Yes,Yes,No,No,No
TXN000792,APP00048,2024-02-01,Current,NEFT,Transfer,22724,Debit,Business Revenue,Vendor,546038,No,No,Yes,No,No,No,No
TXN000793,APP00022,2024-02-01,Current,NEFT,Transfer,18601,Credit,Business Revenue,Vendor,564639,No,No,Yes,Yes,No,No,No
TXN000794,APP00032,2024-02-01,Current,NEFT,Transfer,20861,Credit,GST,Vendor,585500,Yes,No,No,Yes,No,No,No
TXN000795,APP00015,2024-02-01,Current,NEFT,Transfer,45882,Debit,Utilities,Vendor,539618,No,No,No,No,Yes,No,No
TXN000796,APP00047,2024-02-01,Current,NEFT,Transfer,30039,Credit,GST,Vendor,569657,Yes,No,No,No,No,No,No
TXN000797,APP00029,2024-02-01,Current,NEFT,Transfer,43307,Debit,Vendor Payment,Vendor,526350,No,No,No,No,No,No,No
TXN000798,APP00034,2024-02-01,Current,NEFT,Transfer,27684,Credit,Utilities,Vendor,554034,No,No,No,Yes,No,No,No
TXN000799,APP00020,2024-02-01,Current,NEFT,Transfer,4683,Debit,Business Revenue,Vendor,549351,No,No,Yes,No,No,No,No
TXN000800,APP00034,2024-02-01,Current,NEFT,Transfer,27436,Debit,Utilities,Vendor,521915,No,No,No,Yes,No,No,No
TXN000801,APP00013,2024-02-01,Current,NEFT,Transfer,2897,Debit,Vendor Payment,Vendor,519018,No,No,No,Yes,No,No,No
TXN000802,APP00004,2024-02-01,Current,NEFT,Transfer,17350,Debit,EMI,Vendor,501668,No,Yes,No,Yes,No,No,No
TXN000803,APP00024,2024-02-01,Current,NEFT,Transfer,47178,Debit,GST,Vendor,454490,Yes,No,No,Yes,No,No,No
TXN000804,APP00002,2024-02-01,Current,NEFT,Transfer,42642,Debit,Rent,Vendor,411848,No,No,No,No,No,No,No
TXN000805,APP00031,2024-02-01,Current,NEFT,Transfer,33033,Credit,Vendor Payment,Vendor,444881,No,No,No,No,No,No,No
TXN000806,APP00017,2024-02-01,Current,NEFT,Transfer,23921,Credit,Vendor Payment,Vendor,468802,No,No,No,No,No,No,No
TXN000807,APP00002,2024-02-01,Current,NEFT,Transfer,46144,Debit,GST,Vendor,422658,Yes,No,No,No,No,No,No
TXN000808,APP00015,2024-02-01,Current,NEFT,Transfer,38503,Debit,Utilities,Vendor,384155,No,No,No,No,No,No,No
TXN000809,APP00042,2024-02-01,Current,NEFT,Transfer,45413,Debit,GST,Vendor,338742,Yes,No,No,No,No,No,No
TXN000810,APP00009,2024-02-01,Current,NEFT,Transfer,45708,Debit,EMI,Vendor,293034,No,Yes,No,No,No,No,No
TXN000811,APP00039,2024-02-01,Current,NEFT,Transfer,1554,Debit,GST,Vendor,291480,Yes,No,No,Yes,No,No,No
TXN000812,APP00025,2024-02-01,Current,NEFT,Transfer,21018,Credit,EMI,Vendor,312498,No,Yes,No,Yes,No,No,No
TXN000813,APP00030,2024-02-01,Current,NEFT,Transfer,31080,Credit,Vendor Payment,Vendor,343578,No,No,No,No,No,No,No
TXN000814,APP00007,2024-02-01,Current,NEFT,Transfer,35120,Credit,Salary,Vendor,378698,No,No,Yes,No,No,No,No
TXN000815,APP00042,2024-02-01,Current,NEFT,Transfer,44408,Credit,Salary,Vendor,423106,No,No,Yes,No,No,No,No
TXN000816,APP00007,2024-02-01,Current,NEFT,Transfer,19525,Credit,Rent,Vendor,442631,No,No,No,No,No,No,No
TXN000817,APP00021,2024-02-01,Current,NEFT,Transfer,23038,Credit,Rent,Vendor,465669,No,No,No,Yes,No,No,No
TXN000818,APP00010,2024-02-01,Current,NEFT,Transfer,18114,Credit,Vendor Payment,Vendor,483783,No,No,No,No,No,No,No
TXN000819,APP00039,2024-02-01,Current,NEFT,Transfer,16748,Debit,Utilities,Vendor,467035,No,No,No,No,No,No,No
TXN000820,APP00002,2024-02-01,Current,NEFT,Transfer,21944,Debit,Rent,Vendor,445091,No,No,No,No,No,No,No
TXN000821,APP00026,2024-02-01,Current,NEFT,Transfer,20372,Credit,EMI,Vendor,465463,No,Yes,No,No,No,No,No
TXN000822,APP00047,2024-02-01,Current,NEFT,Transfer,3314,Debit,GST,Vendor,462149,Yes,No,No,No,No,No,No
TXN000823,APP00023,2024-02-01,Current,NEFT,Transfer,45978,Credit,Rent,Vendor,508127,No,No,No,No,No,No,No
TXN000824,APP00007,2024-02-01,Current,NEFT,Transfer,44097,Debit,GST,Vendor,464030,Yes,No,No,No,No,No,No
